Code,Nguvan,Toan,Ngoaingu,Mon 1,Mon 2,Mon 3, TB ,Xep Loai
2027816,"[1,6)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.13 ,TB
2027817,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.14 ,TB
2027818,>=7,"[6,7)","[1,6)","[1,6)","[6,7)","[6,7)", 5.92 ,TB
2027819,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.54 ,TB
2027820,"[1,6)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.35 ,TB
2027821,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)","[6,7)", 5.98 ,TB
2027822,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.21 ,TB
2027823,"[1,6)",>=7,"[6,7)","[1,6)","[1,6)","[1,6)", 5.57 ,TB
2027824,"[6,7)",>=7,"[1,6)",>=7,"[1,6)","[6,7)", 5.96 ,TB
2027825,>=7,>=7,>=7,"[6,7)","[6,7)","[1,6)", 6.99 ,TB
2027826,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.08 ,TB
2027827,>=7,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.77 ,TB
2027828,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.49 ,K
2027829,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 7.55 ,TB
2027830,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.48 ,TB
2027831,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.93 ,TB
2027832,>=7,>=7,>=7,"[6,7)",>=7,"[1,6)", 7.08 ,TB
2027833,>=7,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.45 ,TB
2027834,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.90 ,TB
2027835,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.71 ,0
2027836,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.28 ,K
2027837,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.39 ,TB
2027838,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.69 ,TB
2027839,>=7,>=7,"[1,6)","[6,7)","[1,6)","[6,7)", 6.12 ,TB
2027840,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.98 ,TB
2027841,"[6,7)","[6,7)","[1,6)",>=7,"[1,6)","[1,6)", 5.67 ,TB
2027842,"[1,6)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.71 ,TB
2027843,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 5.96 ,TB
2027844,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.30 ,TB
2027845,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 6.90 ,TB
2027846,>=7,"[1,6)","[1,6)",>=7,>=7,"[1,6)", 6.45 ,TB
2027847,"[6,7)","[1,6)","[1,6)","[6,7)","[1,6)","[1,6)", 5.43 ,TB
2027848,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[6,7)", 6.72 ,TB
2027849,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.73 ,TB
2027850,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 6.83 ,TB
2027851,"[6,7)","[1,6)","[1,6)","[1,6)","[6,7)","[1,6)", 5.23 ,TB
2027852,"[1,6)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.60 ,TB
2027853,"[6,7)","[6,7)","[1,6)","[6,7)",>=7,"[1,6)", 6.10 ,TB
2027854,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.43 ,TB
2027855,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 5.74 ,TB
2027856,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.00 ,TB
2027857,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.83 ,TB
2027858,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 6.23 ,TB
2027859,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.44 ,TB
2027860,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.68 ,TB
2027861,"[6,7)","[6,7)","[1,6)","[6,7)","[6,7)","[6,7)", 5.89 ,TB
2027862,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.88 ,0
2027863,>=7,>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.14 ,TB
2027864,>=7,>=7,"[1,6)","[1,6)",>=7,"[6,7)", 6.32 ,TB
2027865,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.58 ,TB
2027866,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.92 ,TB
2027867,>=7,>=7,"[6,7)","[1,6)","[1,6)","[1,6)", 6.05 ,TB
2027868,>=7,>=7,"[6,7)","[6,7)","[1,6)","[6,7)", 6.47 ,TB
2027869,>=7,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)", 6.13 ,TB
2027870,"[1,6)",>=7,>=7,"[6,7)","[1,6)","[1,6)", 5.88 ,TB
2027871,>=7,>=7,"[1,6)","[1,6)","[6,7)","[6,7)", 6.46 ,TB
2027872,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.84 ,TB
2027873,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 5.07 ,TB
2027874,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.68 ,K
2027875,"[6,7)","[6,7)","[1,6)","[6,7)","[1,6)","[6,7)", 5.24 ,TB
2027876,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 6.99 ,TB
2027877,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.16 ,TB
2027878,"[6,7)","[6,7)","[1,6)",>=7,>=7,"[6,7)", 6.33 ,TB
2027879,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 6.18 ,TB
2027880,>=7,>=7,"[1,6)",>=7,"[6,7)","[1,6)", 5.91 ,TB
2027881,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.39 ,TB
2027882,>=7,"[6,7)","[1,6)","[1,6)",>=7,"[1,6)", 6.22 ,TB
2027883,"[6,7)",>=7,"[6,7)","[6,7)","[6,7)","[1,6)", 6.38 ,TB
2027884,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.00 ,TB
2027885,>=7,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.93 ,0
2027886,>=7,>=7,"[6,7)","[6,7)","[6,7)","[1,6)", 6.52 ,TB
2027887,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 6.48 ,TB
2027888,"[1,6)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.49 ,TB
2027889,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.55 ,TB
2027890,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.85 ,TB
2027891,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.94 ,TB
2027892,"[1,6)",>=7,"[6,7)","[6,7)",>=7,"[1,6)", 6.80 ,TB
2027893,"[6,7)",>=7,"[1,6)","[1,6)",>=7,"[1,6)", 6.18 ,TB
2027894,>=7,>=7,>=7,"[1,6)","[1,6)","[1,6)", 6.68 ,TB
2027895,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.46 ,TB
2027896,>=7,>=7,>=7,"[6,7)",>=7,"[1,6)", 7.08 ,TB
2027897,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.59 ,TB
2027898,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.73 ,0
2027899,"[6,7)",>=7,>=7,"[6,7)","[6,7)","[1,6)", 6.58 ,TB
2027900,>=7,>=7,"[1,6)","[6,7)",>=7,"[6,7)", 6.94 ,TB
2027901,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.72 ,TB
2027902,>=7,>=7,"[1,6)","[1,6)",>=7,"[6,7)", 6.37 ,TB
2027903,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.60 ,TB
2027904,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.88 ,TB
2027905,"[6,7)",>=7,"[6,7)",>=7,>=7,"[6,7)", 7.39 ,K
2027906,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.93 ,0
2027907,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.79 ,TB
2027908,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.03 ,TB
2027909,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.75 ,0
2027910,"[6,7)","[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.63 ,TB
2027911,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.95 ,TB
2027912,"[6,7)",>=7,"[6,7)","[1,6)","[6,7)","[1,6)", 5.86 ,TB
2027913,"[6,7)",>=7,"[1,6)",>=7,"[1,6)","[1,6)", 6.00 ,TB
2027914,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.18 ,TB
2027915,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.28 ,K
2027916,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.78 ,TB
2027917,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[6,7)", 5.63 ,TB
2027918,"[1,6)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.06 ,TB
2027919,"[6,7)",>=7,"[6,7)",>=7,>=7,"[6,7)", 7.16 ,K
2027920,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.63 ,TB
2027921,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[6,7)", 6.53 ,TB
2027922,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.19 ,TB
2027923,"[6,7)","[6,7)","[1,6)","[1,6)",>=7,"[1,6)", 5.58 ,TB
2027924,"[6,7)","[6,7)","[1,6)",>=7,>=7,"[6,7)", 6.62 ,TB
2027925,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 5.94 ,TB
2027926,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.95 ,0
2027927,>=7,"[6,7)","[6,7)","[1,6)",>=7,"[1,6)", 6.24 ,TB
2027928,>=7,>=7,"[1,6)",>=7,"[6,7)","[6,7)", 6.45 ,TB
2027929,>=7,>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.48 ,TB
2027930,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[6,7)", 6.49 ,TB
2027931,"[6,7)","[6,7)","[1,6)","[6,7)","[6,7)","[1,6)", 5.81 ,TB
2027932,>=7,>=7,"[6,7)","[6,7)","[1,6)","[1,6)", 6.40 ,TB
2027933,"[6,7)","[6,7)","[1,6)","[1,6)",>=7,"[1,6)", 5.88 ,TB
2027934,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.81 ,K
2027935,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.27 ,TB
2027936,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.61 ,TB
2027937,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.20 ,TB
2027938,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 6.04 ,TB
2027939,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.39 ,TB
2027940,>=7,>=7,"[1,6)",>=7,"[1,6)","[1,6)", 5.94 ,TB
2027941,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.49 ,TB
2027942,>=7,>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.28 ,TB
2027943,"[6,7)","[6,7)",>=7,>=7,"[6,7)","[1,6)", 6.72 ,TB
2027944,>=7,"[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.92 ,TB
2027945,"[1,6)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.25 ,TB
2027946,>=7,>=7,"[1,6)",>=7,"[1,6)","[1,6)", 6.01 ,TB
2027947,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[6,7)", 6.04 ,TB
2027948,>=7,>=7,"[1,6)",>=7,"[1,6)","[1,6)", 6.77 ,TB
2027949,>=7,>=7,"[6,7)","[6,7)",>=7,"[1,6)", 6.81 ,TB
2027950,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.32 ,TB
2027951,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.69 ,K
2027952,>=7,"[6,7)","[1,6)",>=7,>=7,"[1,6)", 6.34 ,TB
2027953,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.35 ,K
2027954,>=7,"[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.45 ,TB
2027955,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.77 ,TB
2027956,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[6,7)", 6.64 ,TB
2027957,"[6,7)","[6,7)","[6,7)","[6,7)","[1,6)","[1,6)", 5.51 ,TB
2027958,"[1,6)",>=7,"[6,7)",>=7,>=7,>=7, 7.06 ,TB
2027959,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.82 ,TB
2027960,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.00 ,TB
2027961,>=7,"[6,7)","[6,7)","[6,7)","[1,6)","[1,6)", 5.98 ,TB
2027962,"[1,6)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.29 ,TB
2027963,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.93 ,TB
2027964,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[6,7)", 6.01 ,TB
2027965,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.43 ,TB
2027966,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.46 ,TB
2027967,"[1,6)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 5.93 ,TB
2027968,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.91 ,0
2027969,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.13 ,TB
2027970,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.42 ,TB
2027971,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.96 ,TB
2027972,"[1,6)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.42 ,TB
2027973,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.59 ,TB
2027974,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.25 ,TB
2027975,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.78 ,TB
2027976,"[1,6)",>=7,"[6,7)",>=7,>=7,>=7, 6.99 ,TB
2027977,"[6,7)","[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.15 ,TB
2027978,"[6,7)",>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.46 ,TB
2027979,>=7,>=7,"[1,6)","[6,7)",>=7,"[6,7)", 6.77 ,TB
2027980,>=7,"[6,7)",>=7,"[6,7)",>=7,"[6,7)", 7.08 ,K
2027981,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.26 ,TB
2027982,"[6,7)","[6,7)","[1,6)","[6,7)","[6,7)","[1,6)", 6.13 ,TB
2027983,>=7,"[1,6)","[1,6)","[6,7)","[1,6)","[1,6)", 5.11 ,TB
2027984,>=7,"[6,7)","[1,6)","[6,7)","[6,7)","[1,6)", 5.84 ,TB
2027985,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.65 ,TB
2027986,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.76 ,TB
2027987,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.76 ,0
2027988,>=7,>=7,"[6,7)",>=7,"[6,7)","[6,7)", 7.03 ,K
2027989,"[1,6)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.33 ,TB
2027990,>=7,"[6,7)","[1,6)","[1,6)","[6,7)","[6,7)", 5.86 ,TB
2027991,>=7,>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 6.14 ,TB
2027992,>=7,"[1,6)","[1,6)","[6,7)",>=7,"[1,6)", 6.13 ,TB
2027993,"[6,7)",>=7,"[6,7)","[6,7)","[1,6)","[1,6)", 6.33 ,TB
2027994,>=7,>=7,>=7,>=7,"[1,6)","[1,6)", 6.61 ,TB
2027995,"[1,6)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.14 ,TB
2027996,"[6,7)",>=7,"[1,6)","[1,6)",>=7,"[6,7)", 6.25 ,TB
2027997,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[6,7)", 6.20 ,TB
2027998,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 6.48 ,TB
2027999,>=7,>=7,"[6,7)","[6,7)","[6,7)","[6,7)", 7.03 ,K
2028000,>=7,>=7,"[1,6)",>=7,"[1,6)","[1,6)", 5.82 ,TB
2028001,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.44 ,TB
2028002,>=7,>=7,"[6,7)","[1,6)",>=7,"[1,6)", 6.58 ,TB
2028003,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.41 ,TB
2028004,>=7,"[6,7)","[6,7)","[1,6)","[6,7)","[1,6)", 5.95 ,TB
2028005,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.69 ,0
2028006,>=7,>=7,"[6,7)","[1,6)","[6,7)","[1,6)", 6.63 ,TB
2028007,"[1,6)",>=7,>=7,>=7,"[6,7)","[1,6)", 6.59 ,TB
2028008,"[1,6)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 5.85 ,TB
2028009,"[6,7)",>=7,>=7,"[6,7)",>=7,"[6,7)", 6.93 ,K
2028010,"[6,7)",>=7,>=7,"[1,6)","[6,7)","[6,7)", 6.57 ,TB
2028011,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.17 ,TB
2028012,>=7,>=7,"[6,7)",>=7,"[6,7)","[6,7)", 6.78 ,K
2028013,>=7,>=7,>=7,"[6,7)","[1,6)","[1,6)", 6.35 ,TB
2028014,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.96 ,TB
2028015,"[6,7)","[6,7)","[1,6)","[6,7)","[6,7)","[1,6)", 6.03 ,TB
2028016,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.25 ,TB
2028017,"[1,6)","[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.19 ,TB
2028018,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)","[6,7)", 5.39 ,TB
2028019,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 6.04 ,TB
2028020,>=7,>=7,"[1,6)","[1,6)",>=7,"[1,6)", 6.31 ,TB
2028021,>=7,>=7,"[1,6)","[1,6)",>=7,"[1,6)", 5.68 ,TB
2028022,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.17 ,TB
2028023,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.10 ,TB
2028024,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 6.84 ,TB
2028025,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.59 ,TB
2028026,>=7,>=7,"[1,6)","[1,6)","[1,6)","[6,7)", 5.65 ,TB
2028027,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 6.76 ,TB
2028028,>=7,"[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 6.01 ,TB
2028029,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.71 ,TB
2028030,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.92 ,TB
2028031,"[1,6)","[6,7)","[1,6)","[1,6)",>=7,"[1,6)", 5.27 ,TB
2028032,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.03 ,K
2028033,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 7.08 ,TB
2028034,"[6,7)",>=7,"[6,7)",>=7,>=7,"[6,7)", 7.33 ,K
2028035,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[6,7)", 6.28 ,TB
2028036,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.96 ,K
2028037,"[6,7)",>=7,"[6,7)","[6,7)","[1,6)","[1,6)", 6.53 ,TB
2028038,>=7,>=7,>=7,"[6,7)","[6,7)","[1,6)", 7.13 ,TB
2028039,"[6,7)",>=7,"[6,7)","[1,6)",>=7,"[6,7)", 6.21 ,TB
2028040,>=7,>=7,>=7,"[6,7)",>=7,"[6,7)", 7.65 ,K
2028041,>=7,>=7,>=7,>=7,"[1,6)","[1,6)", 6.93 ,TB
2028042,>=7,>=7,>=7,>=7,>=7,>=7, 8.14 ,G
2028043,>=7,"[6,7)","[1,6)","[6,7)",>=7,"[6,7)", 6.41 ,TB
2028044,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.29 ,K
2028045,"[6,7)",>=7,>=7,"[6,7)","[6,7)",>=7, 7.09 ,K
2028046,>=7,>=7,"[1,6)","[1,6)",>=7,"[1,6)", 6.10 ,TB
2028047,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[6,7)", 4.74 ,0
2028048,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.29 ,TB
2028049,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.15 ,0
2028050,"[6,7)",>=7,"[6,7)","[6,7)",>=7,"[6,7)", 6.74 ,TB
2028051,>=7,>=7,"[6,7)",>=7,"[1,6)","[6,7)", 6.59 ,TB
2028052,>=7,>=7,>=7,>=7,"[1,6)","[6,7)", 7.21 ,TB
2028053,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.33 ,TB
2028054,>=7,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)", 6.50 ,TB
2028055,>=7,"[1,6)","[1,6)","[1,6)","[6,7)","[1,6)", 5.41 ,TB
2028056,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.25 ,TB
2028057,"[6,7)",>=7,>=7,>=7,>=7,"[6,7)", 7.27 ,TB
2028058,"[1,6)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.96 ,TB
2028059,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.80 ,K
2028060,>=7,>=7,>=7,>=7,>=7,>=7, 8.11 ,G
2028061,>=7,"[6,7)","[1,6)","[1,6)","[6,7)","[6,7)", 6.13 ,TB
2028062,"[1,6)",>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.28 ,TB
2028063,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.51 ,K
2028064,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)","[6,7)", 6.59 ,TB
2028065,"[6,7)",>=7,"[1,6)","[1,6)",>=7,"[1,6)", 5.81 ,TB
2028066,"[6,7)","[6,7)","[6,7)","[1,6)","[6,7)","[1,6)", 6.08 ,TB
2028067,"[1,6)",>=7,>=7,>=7,"[6,7)","[1,6)", 6.71 ,TB
2028068,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.11 ,TB
2028069,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.73 ,0
2028070,"[1,6)","[6,7)",>=7,"[1,6)","[1,6)","[1,6)", 5.12 ,TB
2028071,"[6,7)",>=7,>=7,"[6,7)",>=7,"[6,7)", 7.32 ,TB
2028072,>=7,"[6,7)",>=7,"[1,6)",>=7,"[6,7)", 6.26 ,TB
2028073,"[1,6)",>=7,"[6,7)","[1,6)","[1,6)","[1,6)", 6.12 ,TB
2028074,"[1,6)",>=7,>=7,>=7,>=7,"[1,6)", 6.75 ,TB
2028075,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.58 ,TB
2028076,"[6,7)",>=7,>=7,>=7,"[6,7)","[1,6)", 7.08 ,TB
2028077,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.63 ,TB
2028078,"[6,7)",>=7,>=7,"[6,7)","[1,6)","[1,6)", 6.50 ,TB
2028079,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.19 ,K
2028080,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.30 ,K
2028081,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.70 ,K
2028082,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.72 ,TB
2028083,"[6,7)",>=7,>=7,>=7,>=7,"[1,6)", 7.27 ,TB
2028084,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.48 ,TB
2028085,>=7,>=7,>=7,"[1,6)",>=7,"[1,6)", 6.54 ,TB
2028086,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[6,7)", 6.38 ,TB
2028087,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.88 ,TB
2028088,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.97 ,0
2028089,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.25 ,TB
2028090,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 7.03 ,TB
2028091,>=7,>=7,>=7,"[6,7)",>=7,"[6,7)", 6.83 ,K
2028092,"[1,6)",>=7,"[1,6)","[1,6)",>=7,"[1,6)", 5.68 ,TB
2028093,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.26 ,TB
2028094,"[6,7)",>=7,>=7,"[1,6)","[6,7)","[6,7)", 6.55 ,TB
2028095,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.85 ,TB
2028096,"[6,7)","[6,7)","[6,7)",>=7,>=7,"[1,6)", 6.50 ,TB
2028097,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.74 ,TB
2028098,"[6,7)",>=7,>=7,>=7,"[1,6)",>=7, 7.34 ,TB
2028099,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.49 ,0
2028100,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[6,7)", 6.23 ,TB
2028101,"[1,6)",>=7,>=7,"[1,6)","[1,6)","[1,6)", 5.97 ,TB
2028102,"[6,7)",>=7,>=7,>=7,>=7,"[1,6)", 7.17 ,TB
2028103,"[6,7)",>=7,"[6,7)","[6,7)","[1,6)","[1,6)", 5.95 ,TB
2028104,"[6,7)",>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.35 ,TB
2028105,"[6,7)",>=7,"[6,7)","[1,6)","[6,7)","[6,7)", 6.34 ,TB
2028106,"[6,7)",>=7,>=7,>=7,"[6,7)","[6,7)", 7.32 ,K
2028107,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.20 ,K
2028108,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.13 ,TB
2028109,"[6,7)",>=7,>=7,>=7,>=7,"[6,7)", 7.57 ,K
